yaw_delta,pitch_delta,target_yaw,target_pitch,since_attack,distance,on_ground,delta_x,delta_y,delta_z,target_velocity_x,target_velocity_y,target_velocity_z,player_velocity_x,player_velocity_y,player_velocity_z,yaw,pitch
2.953613,-10.883539,-168.814484,18.246874,0.768000,2.783399,0.000000,0.512786,-0.871516,-2.593225,0.084375,0.419875,0.156250,-0.222524,0.003016,-0.058519,-171.768097,29.130413
0.520340,-11.084692,-162.152832,18.416952,0.864000,2.701260,0.000000,0.785485,-0.853407,-2.439573,0.084375,0.419875,0.156250,-0.199176,-0.075444,-0.076200,-162.673172,29.501644
-2.634247,-14.226262,-155.005997,13.604842,0.960000,2.453624,0.000000,1.007626,-0.577155,-2.161447,0.084375,0.419875,0.156250,-0.174343,-0.152335,-0.091476,-152.371750,27.831104
-5.145447,-17.166824,-147.401337,6.116699,1.000000,2.214990,0.000000,1.186534,-0.236016,-1.855428,0.084375,0.419875,0.156250,-0.147899,-0.227688,-0.103786,-142.255890,23.283524
0.596512,-20.190006,-139.339279,-4.052676,0.096000,2.054664,0.000000,1.335426,0.145211,-1.554733,0.084375,0.419875,0.156250,-0.134588,-0.301535,-0.094445,-139.935791,16.137329
5.287338,-28.048496,-130.657852,-17.201202,0.192000,2.029860,0.000000,1.471007,0.600284,-1.263380,0.084375,0.419875,0.156250,-0.276250,-0.227625,0.121250,-135.945190,10.847294
-2.800407,-33.728462,-124.082024,-25.108555,0.288000,2.312914,0.000000,1.734622,0.981448,-1.173635,0.084375,0.419875,0.156250,-0.238985,-0.301473,0.097519,-121.281616,8.619908
-17.094360,-38.116100,-123.248459,-28.196884,0.384000,2.643421,1.000000,1.948349,1.249023,-1.277322,0.269125,-0.227625,-0.090500,-0.194492,-0.078400,0.094355,-106.154099,9.919217
-30.239838,-34.233223,-125.721146,-18.003098,0.480000,2.194420,0.000000,1.694352,0.678226,-1.218466,0.269125,-0.227625,-0.090500,0.118065,0.333200,0.086902,-95.481308,16.230127
-35.160622,-29.546467,-126.651321,-4.313998,0.576000,1.914160,0.000000,1.531348,0.143990,-1.139407,0.269125,-0.227625,-0.090500,0.109652,0.248136,0.102162,-91.490700,25.232470
-36.886513,-19.270010,-128.284409,11.716539,0.672000,1.786798,0.000000,1.373317,-0.362845,-1.083971,0.269125,-0.227625,-0.090500,0.100247,0.164773,0.110797,-91.397896,30.986549
-34.407219,-6.832899,-130.259750,26.102613,0.768000,1.787166,0.000000,1.224723,-0.786317,-1.037170,0.310625,0.419875,-0.033875,0.091659,0.083078,0.118656,-95.852531,32.935513
-26.168106,-5.629284,-133.064667,27.677460,0.864000,1.842906,0.000000,1.192339,-0.856018,-1.114389,0.310625,0.419875,-0.033875,0.085228,0.003016,0.125720,-106.896561,33.306744
-13.645622,-5.513447,-135.855362,26.865219,0.960000,1.871368,0.000000,1.162690,-0.845658,-1.197928,0.310625,0.419875,-0.033875,0.082740,-0.075444,0.131472,-122.209740,32.378666
-6.620483,-14.432625,-139.410126,17.667618,1.000000,1.884678,0.000000,1.168409,-0.571989,-1.363694,0.310625,0.419875,-0.033875,0.075293,-0.152335,0.119640,-132.789642,32.100243
-5.038361,-24.419342,-142.096985,6.567207,1.000000,1.936064,0.000000,1.181574,-0.221428,-1.517628,0.310625,0.419875,-0.033875,0.068517,-0.227688,0.108872,-137.058624,30.986549
-12.255112,-27.628025,-145.044724,-4.344503,0.096000,2.045237,0.000000,1.168422,0.154936,-1.671460,0.310625,0.419875,-0.033875,0.062350,-0.301535,0.099074,-132.789612,23.283522
-24.943199,-25.920958,-147.524048,-15.816085,0.192000,2.220312,0.000000,1.147053,0.605147,-1.802180,0.310625,0.419875,-0.033875,0.069828,-0.373904,0.078042,-122.580849,10.104873
-29.923096,-29.873165,-150.833466,-24.687080,0.288000,2.405106,0.000000,1.064998,1.004521,-1.908206,0.310625,0.419875,-0.033875,-0.380625,-0.301500,0.244250,-120.910370,5.186085
-25.218292,-30.379879,-146.685486,-23.801685,0.384000,2.852740,1.000000,1.433571,1.151288,-2.181178,0.310625,0.419875,-0.033875,-0.323421,-0.078400,0.228027,-121.467194,6.578194
-24.849579,-25.915970,-150.492981,-12.748447,0.480000,2.778189,0.000000,1.334610,0.613069,-2.358240,0.310625,0.419875,-0.033875,0.049052,0.333200,0.099399,-125.643402,13.167522
-22.271988,-22.555645,-153.019638,-3.355628,0.576000,2.761676,0.000000,1.250784,0.161650,-2.456881,0.310625,0.419875,-0.033875,0.067983,0.248136,0.094301,-130.747650,19.200018
-18.757034,-17.950819,-155.722565,7.188897,0.672000,2.805407,0.000000,1.144393,-0.351072,-2.537208,0.310625,0.419875,-0.033875,0.085459,0.164773,0.087570,-136.965530,25.139715
-14.054794,-14.393970,-158.630310,15.571750,0.768000,2.907234,0.000000,1.020469,-0.780430,-2.607985,-0.136750,0.419875,0.096500,0.101414,0.083078,0.078879,-144.575516,29.965719
-8.979538,-15.391737,-162.371536,17.822252,0.864000,2.784021,0.000000,0.802669,-0.852094,-2.525952,-0.136750,0.419875,0.096500,0.115617,0.003016,0.067845,-153.391998,33.213989
-9.838562,-13.883661,-166.757111,18.680674,0.960000,2.634134,0.000000,0.571631,-0.843696,-2.429007,-0.136750,0.419875,0.096500,0.127663,-0.075444,0.054274,-156.918549,32.564335
-9.361359,-9.781511,-171.569763,13.966108,1.000000,2.364564,0.000000,0.336407,-0.570681,-2.269871,-0.136750,0.419875,0.096500,0.116173,-0.152335,0.049389,-162.208405,23.747620
-7.675735,-5.891810,-176.937302,5.976467,0.096000,2.120388,0.000000,0.112673,-0.220774,-2.105851,-0.136750,0.419875,0.096500,0.105718,-0.227688,0.044944,-169.261566,11.868278
-8.368011,-10.429955,177.915833,-4.594156,0.192000,1.939709,0.000000,-0.070320,0.155372,-1.932197,-0.136750,0.419875,0.096500,0.096203,-0.301535,0.040899,-173.716156,5.835798
-10.701569,-25.307278,172.705353,-18.914635,0.288000,1.867493,0.000000,-0.224317,0.605365,-1.752354,-0.136750,0.419875,0.096500,0.111000,-0.227625,0.242500,-176.593079,6.392642
-13.370636,-35.412449,168.829834,-25.214699,0.384000,2.014938,0.000000,-0.353148,0.858387,-1.788416,-0.075750,-0.152250,-0.252000,0.083206,-0.301473,0.219614,-177.799530,10.197750
-14.273270,-43.495861,166.349533,-30.421070,0.480000,2.156831,1.000000,-0.438932,1.092113,-1.807359,-0.075750,-0.152250,-0.252000,0.057894,-0.078400,0.199163,-179.377197,13.074791
-9.689041,-35.056263,170.098526,-17.341085,0.576000,1.924502,0.000000,-0.315885,0.573619,-1.809664,-0.075750,-0.152250,-0.252000,-0.071119,0.333200,0.107620,179.787567,17.715178
-5.799911,-27.394817,172.317184,-4.668021,0.672000,1.743942,0.000000,-0.232374,0.141925,-1.722554,-0.075750,-0.152250,-0.252000,-0.082554,0.248136,0.097999,178.117096,22.726797
-1.743042,-14.488186,176.374054,12.414961,0.768000,1.694128,0.000000,-0.104638,-0.364221,-1.651200,-0.075750,-0.152250,-0.252000,-0.092951,0.164773,0.089764,178.117096,26.903147
1.711594,-4.206198,-178.779251,26.594875,0.864000,1.757970,0.000000,0.033495,-0.787005,-1.571611,-0.075750,-0.152250,-0.252000,-0.102412,0.083078,0.082270,179.509155,30.801073
1.648743,-0.242268,-172.067383,33.714268,0.960000,1.795240,0.000000,0.206091,-0.996451,-1.479019,-0.075750,-0.152250,-0.252000,-0.111030,0.003016,0.075018,-173.716125,33.956535
3.727814,3.476246,-165.069687,38.268051,1.000000,1.817795,0.000000,0.367707,-1.125835,-1.379009,-0.075750,-0.152250,-0.252000,-0.101037,-0.075444,0.068266,-168.797501,34.791805
2.382828,4.260227,-162.516907,40.165726,1.000000,1.693817,0.000000,0.388864,-1.092514,-1.234590,-0.013500,-0.078375,-0.052875,-0.091944,-0.152335,0.062122,-164.899734,35.905499
0.188477,4.435680,-162.669571,40.526794,0.096000,1.490079,0.000000,0.337384,-0.968261,-1.081193,-0.028500,-0.078375,-0.063000,-0.083669,-0.227688,0.056531,-162.858047,36.091114
-9.373993,3.305183,-163.786728,39.210682,0.192000,1.201084,0.000000,0.259845,-0.759293,-0.893621,-0.046875,-0.078375,-0.056000,-0.076139,-0.301535,0.051444,-154.412735,35.905499
-29.950699,2.285698,-166.080383,34.757309,0.288000,0.824835,0.000000,0.163018,-0.470239,-0.657763,-0.093125,-0.078375,-0.029875,-0.052120,-0.373904,0.040766,-136.129684,32.471611
-46.279739,-17.008062,-174.056824,15.092318,0.384000,0.401946,0.000000,0.040184,-0.104656,-0.385996,-0.271375,0.240750,0.201625,-0.027008,-0.444826,0.067696,-127.777084,32.100380
-78.524948,-39.508881,151.563477,-4.624266,0.480000,0.137607,1.000000,-0.065313,0.011094,-0.120610,-0.280778,0.240750,0.184260,0.008298,-0.078400,0.081943,-129.911575,34.884613
-151.504990,-5.681423,67.910706,35.050079,0.576000,0.718456,0.000000,-0.544993,-0.412604,0.221181,-0.317690,0.240750,0.199241,0.260951,0.333200,-0.028201,-140.584305,40.731503
-140.917297,-9.333778,57.709503,35.110035,0.672000,1.303142,0.000000,-0.901171,-0.749502,0.569487,-0.317690,0.240750,0.199241,0.261013,0.248136,-0.027964,-161.373199,44.443813
-109.703583,-7.849026,56.533325,37.615673,0.768000,1.636518,0.000000,-1.081398,-0.998871,0.714860,-0.317690,0.240750,0.199241,0.258720,0.164773,-0.035957,166.236908,45.464699
-80.918243,-7.488972,54.877777,37.326073,0.864000,1.921124,0.000000,-1.249522,-1.164877,0.878906,-0.317690,0.240750,0.199241,0.247706,0.083078,-0.052950,135.796021,44.815044
-51.581970,-3.676052,51.081863,38.261951,0.960000,2.015897,0.000000,-1.231531,-1.248365,0.994361,-0.317690,0.240750,0.199241,0.225741,0.003016,-0.071843,102.663818,41.938004
-26.051086,0.687954,47.934967,38.820839,1.000000,1.996610,0.000000,-1.154830,-1.251655,1.042198,-0.317690,0.240750,0.199241,-0.099250,0.083000,-0.479125,73.986053,38.132885
-28.984772,4.922943,28.945709,40.550018,1.000000,2.053241,0.000000,-0.755071,-1.334838,1.365237,0.004625,-0.078375,0.041500,-0.112605,0.002940,-0.429608,57.930481,35.627075
-36.243713,5.259998,15.747322,39.216534,1.000000,2.111434,0.000000,-0.443970,-1.334960,1.574460,-0.026625,-0.078375,0.071500,-0.102470,-0.078400,-0.390943,51.991028,33.956535
-25.454254,8.766907,8.625038,36.319714,1.000000,2.121664,0.000000,-0.256369,-1.256641,1.690144,-0.048125,-0.078375,0.033000,-0.093248,-0.155232,-0.355758,34.079285,27.552807
-14.405823,6.159039,6.866394,32.412537,1.000000,2.054922,0.000000,-0.207399,-1.101463,1.722344,-0.026250,0.419875,0.018000,-0.070083,-0.230527,-0.313746,21.272217,26.253498
-1.185272,-7.256187,11.641792,22.802429,0.096000,1.886111,0.000000,-0.350856,-0.730972,1.702937,-0.026250,0.419875,0.018000,-0.047155,-0.304317,-0.279037,12.827057,30.058617
5.930115,-21.504158,17.272293,9.482536,0.192000,1.740184,0.000000,-0.509624,-0.286691,1.639004,-0.026250,0.419875,0.018000,-0.033221,-0.376630,-0.238517,11.342194,30.986694
9.843048,-43.648438,25.268616,-10.527164,0.288000,1.808054,0.000000,-0.758801,0.330334,1.607532,-0.026250,0.419875,0.018000,-0.017119,-0.447498,-0.197357,15.425568,33.121273
10.960052,-56.911743,33.717133,-22.212740,0.384000,2.012525,1.000000,-1.034233,0.760826,1.549762,-0.026250,0.419875,0.018000,0.006773,-0.078400,-0.173426,22.757080,34.699005
11.961823,-49.242958,46.041016,-13.708685,0.480000,2.124851,0.000000,-1.485975,0.503558,1.432933,-0.026250,0.419875,0.018000,0.098435,0.333200,-0.054948,34.079193,35.534275
4.484375,-23.376480,40.045853,-0.000000,1.000000,3.439020,1.000000,-2.212663,0.000000,2.632676,-0.197125,0.419875,0.033750,-0.255070,-0.078400,-0.100432,35.561493,23.376480
38.675415,-22.283014,42.218414,-2.247613,0.080000,3.569768,1.000000,-2.396891,0.140000,2.641695,-0.197125,0.419875,0.033750,-0.216944,-0.078400,0.053809,3.542999,20.035400
38.423767,-26.365860,47.534988,-5.402382,0.160000,3.657911,1.000000,-2.686418,0.344391,2.458632,-0.197125,0.419875,0.033750,-0.126705,-0.078400,0.162681,9.111237,20.963478
17.828125,-33.514847,55.152832,-8.282210,0.240000,3.910737,1.000000,-3.175982,0.563334,2.211256,-0.197125,0.419875,0.033750,0.010705,-0.078400,0.199236,37.324707,25.232635
-4.012634,-36.745300,63.938766,-5.016123,0.320000,3.936800,0.000000,-3.522975,0.344228,1.722947,-0.197125,0.419875,0.033750,-0.042170,0.333200,0.330679,67.951385,31.729176
-15.693542,-41.141171,68.870193,-2.915452,0.400000,4.166581,0.000000,-3.881414,0.211922,1.500036,-0.197125,0.419875,0.033750,-0.059866,0.248136,0.309621,84.563721,38.225719
-15.101685,-40.312504,72.524567,-0.787476,0.480000,4.327662,0.000000,-4.127532,0.059478,1.299460,-0.197125,0.419875,0.033750,-0.077561,0.164773,0.283950,87.626251,39.525028
-12.259857,-38.671124,75.459198,0.853906,0.560000,4.472149,0.000000,-4.328421,-0.066648,1.122695,-0.197125,0.419875,0.033750,-0.093747,0.083078,0.259355,87.719055,39.525028
-9.871674,-37.066833,77.847382,2.179773,0.640000,4.594278,0.000000,-4.488073,-0.174741,0.966470,-0.197125,0.419875,0.033750,-0.108479,0.003016,0.236935,87.719055,39.246605
-9.856567,-31.582764,79.811356,2.466606,0.720000,4.711589,0.000000,-4.632993,-0.202773,0.832664,-0.197125,0.419875,0.033750,-0.121884,-0.075444,0.216533,89.667938,34.049370
-9.981781,-25.013575,81.449432,3.745752,0.800000,4.777436,0.000000,-4.714243,-0.312100,0.708804,-0.197125,0.419875,0.033750,-0.134101,-0.152335,0.197179,91.431213,28.759327
-8.269531,-20.310040,82.790451,4.087322,0.880000,4.833698,0.000000,-4.783284,-0.344536,0.605083,-0.197125,0.419875,0.033750,-0.145211,-0.227688,0.178852,91.059998,24.397362
-4.578735,-17.456636,83.975540,4.063684,0.960000,4.846856,0.000000,-4.807969,-0.343477,0.507410,-0.197125,0.419875,0.033750,-0.155325,-0.301535,0.162327,88.554291,21.520321
-0.808105,-16.024910,84.962051,3.175216,1.000000,4.848692,0.000000,-4.822544,-0.268571,0.425149,-0.197125,0.419875,0.033750,-0.164525,-0.373904,0.148302,85.770172,19.200127
0.053162,-19.183765,85.637741,-0.354870,1.000000,4.811182,0.000000,-4.797152,0.029789,0.365953,-0.197125,0.419875,0.033750,-0.172842,-0.444826,0.136665,85.584564,18.828896
0.128357,-18.528934,86.176956,-0.906539,1.000000,4.774671,1.000000,-4.763450,0.075543,0.318314,-0.197125,0.419875,0.033750,-0.180404,-0.078400,0.126148,86.048584,17.622395
-0.284607,-16.790056,86.599197,-0.652586,1.000000,4.421796,1.000000,-4.413723,0.050362,0.262286,-0.197125,0.419875,0.033750,-0.231739,-0.078400,0.078076,86.883820,16.137470
-1.117981,-13.990619,86.322662,-0.358958,1.000000,4.020800,1.000000,-4.012442,0.025181,0.257889,-0.197125,0.419875,0.033750,-0.259888,-0.078400,0.049886,87.440643,13.631660
-2.072479,-11.956812,85.553772,-0.274115,1.000000,3.508533,1.000000,-3.497934,0.016787,0.271989,-0.197125,0.419875,0.033750,-0.275322,-0.078400,0.033190,87.626251,11.682697
-3.558899,-10.266228,84.160172,-0.161263,1.000000,2.983454,1.000000,-2.967958,0.008394,0.303559,-0.197125,0.419875,0.033750,-0.283767,-0.078400,0.023652,87.719055,10.104965
-5.203369,-9.217665,81.958847,-0.133585,0.080000,2.401957,1.000000,-2.378334,0.005596,0.335993,-0.597951,0.400000,0.041600,-0.173032,-0.078400,0.010936,87.162231,9.084080
-8.439270,-9.166699,78.722961,-0.082619,0.160000,1.936949,1.000000,-1.899551,0.002798,0.378777,-0.597951,0.400000,0.041600,-0.227868,-0.078400,0.012575,87.162231,9.084080
-12.332397,-11.109076,72.788132,-0.076036,0.240000,1.405037,1.000000,-1.342114,0.001865,0.415758,-0.597951,0.400000,0.041600,-0.257809,-0.078400,0.013471,85.120544,11.033039
-23.583679,2.592150,52.534882,30.887358,0.320000,0.816331,0.000000,-0.556048,-0.419067,0.426133,-0.482625,-0.155125,0.057875,-0.345356,0.333200,-0.000576,76.118561,28.295208
-71.503235,15.730843,12.689377,58.318413,0.400000,0.915076,0.000000,-0.105571,-0.778712,0.468858,-0.490334,-0.155125,0.092112,-0.318793,0.248136,-0.013981,84.192627,42.587570
-134.622299,8.591999,-30.661697,61.110001,0.480000,1.252046,0.000000,0.308484,-1.096225,0.520335,-0.468951,-0.155125,0.128179,-0.326436,0.164773,-0.030453,103.960602,52.518002
173.025101,-8.843216,-50.810055,56.482246,0.560000,1.660227,0.000000,0.710550,-1.384153,0.579303,-0.468951,-0.155125,0.128179,-0.302652,0.083078,-0.005211,136.164841,65.325462
101.297272,-20.068722,-60.356827,51.567593,0.640000,2.030260,0.000000,1.096823,-1.590387,0.624182,-0.468951,-0.155125,0.128179,-0.288280,0.003016,0.007610,-161.654099,71.636314
40.561844,-19.415440,-64.850906,45.538807,0.720000,2.306684,0.000000,1.462507,-1.646337,0.686614,-0.468951,-0.155125,0.128179,-0.279264,-0.075444,0.001311,-105.412750,64.954247
11.403458,-13.392693,-67.373596,39.774975,0.800000,2.538129,0.000000,1.800572,-1.623826,0.750487,-0.468951,-0.155125,0.128179,-0.254130,-0.152335,0.000000,-78.777054,53.167667
0.013069,-11.289913,-68.926445,30.555210,0.880000,2.601394,0.000000,2.090339,-1.322469,0.805487,-0.468951,-0.155125,0.128179,-0.231259,-0.227688,0.000000,-68.939514,41.845123
-9.544529,-9.871794,-69.945786,20.650791,0.080000,2.681688,0.000000,2.357234,-0.945758,0.860486,-0.468951,-0.155125,0.128179,-0.210445,-0.301535,0.000000,-60.401257,30.522585
-19.256855,-5.363736,-68.799606,11.887404,0.160000,2.886321,0.000000,2.633270,-0.594549,1.021397,-0.468951,-0.155125,0.128179,-0.191505,-0.373904,0.000000,-49.542751,17.251141
-15.167919,-5.374779,-67.866135,3.152465,0.240000,3.108923,0.000000,2.875452,-0.170971,1.169591,-0.468951,-0.155125,0.128179,-0.160700,-0.444826,0.011573,-52.698215,8.527244
-7.627769,-9.535495,-67.657799,0.569480,0.320000,3.332793,1.000000,3.082446,-0.033116,1.266863,-0.468951,-0.155125,0.128179,-0.143067,-0.078400,0.033977,-60.030029,10.104975
4.038628,-13.073560,-70.747757,0.372492,0.400000,3.396765,1.000000,3.206734,-0.022077,1.119990,-0.468951,-0.155125,0.128179,-0.042767,-0.078400,0.150164,-74.786385,13.446052
10.206627,-6.568724,-71.169014,8.176637,0.480000,3.056498,0.000000,2.863491,-0.434718,0.976534,-0.468951,-0.155125,0.128179,0.210895,0.333200,0.145681,-81.375641,14.745360
11.952652,-2.277183,-69.422989,14.881179,0.560000,2.971065,0.000000,2.688223,-0.763012,1.009206,-0.468951,-0.155125,0.128179,0.214839,0.248136,0.136046,-81.375641,17.158361
11.334175,-1.806065,-66.050880,19.992685,0.640000,2.947855,0.000000,2.531708,-1.007877,1.124495,-0.468951,-0.155125,0.128179,0.218427,0.164773,0.127279,-77.385056,21.798750
10.473541,-1.563881,-62.271294,23.575949,0.720000,2.923702,0.000000,2.371930,-1.169380,1.246809,-0.468951,-0.155125,0.128179,0.221396,0.083078,0.120887,-72.744835,25.139830
12.561436,-0.922600,-58.141712,25.702154,0.800000,2.885376,0.000000,2.208239,-1.251368,1.372281,-0.468951,-0.155125,0.128179,0.223613,0.003016,0.116884,-70.703148,26.624754
14.221497,-4.198423,-53.233482,26.045834,0.880000,2.855122,0.000000,2.054902,-1.253657,1.535396,-0.468951,-0.155125,0.128179,0.225372,-0.075444,0.114025,-67.454979,30.244257
8.199005,-8.798679,-47.655025,24.415424,0.960000,2.849232,0.000000,1.917546,-1.177728,1.747598,-0.468951,-0.155125,0.128179,0.226503,-0.152335,0.112653,-55.854031,33.214104
-5.117714,-13.062729,-42.317459,21.172260,0.080000,2.837717,0.000000,1.781505,-1.024909,1.956640,0.067836,0.400000,0.462345,0.135183,-0.227688,0.069317,-37.199745,34.234989
-15.434109,-9.658874,-37.691864,15.202563,0.160000,3.039505,0.000000,1.793367,-0.797059,2.321018,0.067836,0.400000,0.462345,0.123017,-0.301535,0.063079,-22.257755,24.861437
1.071270,-4.135128,-34.365135,8.661354,0.240000,3.289311,0.000000,1.835536,-0.495362,2.684211,0.067836,0.400000,0.462345,0.095438,-0.373904,0.064156,-35.436405,12.796482
21.223869,-15.426912,-31.753155,1.917139,0.320000,3.628994,0.000000,1.908728,-0.121405,3.084091,0.000000,-0.078375,0.000000,0.083825,-0.444826,0.076329,-52.977024,17.344051
27.542080,-19.106375,-29.796909,0.001025,0.400000,4.005932,1.000000,1.990662,-0.000072,3.476314,0.000000,-0.078375,0.000000,0.079565,-0.078400,0.092889,-57.338989,19.107399
21.538780,-20.220434,-29.303665,0.000657,0.480000,4.170530,1.000000,2.041219,-0.000048,3.636860,0.190500,0.419875,0.060500,0.072570,-0.078400,0.183844,-50.842445,20.221092
9.307262,-23.751648,-31.511951,-1.767208,0.560000,4.322537,1.000000,2.258214,0.133301,3.683345,0.190500,0.419875,0.060500,0.053495,-0.078400,0.235946,-40.819214,21.984440
2.431938,-27.569817,-32.911617,-4.286068,0.640000,4.370844,1.000000,2.368233,0.326661,3.659105,0.190500,0.419875,0.060500,0.116502,-0.078400,0.229898,-35.343555,23.283749
-3.368370,-24.472963,-33.793114,-1.374830,0.720000,4.168672,0.000000,2.317932,0.100020,3.463381,0.190500,0.419875,0.060500,0.204037,0.333200,0.323528,-30.424744,23.098133
-6.847061,-22.027328,-35.415649,0.606766,0.800000,4.129402,0.000000,2.392873,-0.043727,3.365145,0.190500,0.419875,0.060500,0.197414,0.248136,0.314404,-28.568588,22.634094
-8.135818,-21.483696,-37.075638,1.428822,0.880000,4.106898,0.000000,2.475155,-0.102410,3.275627,0.190500,0.419875,0.060500,0.190734,0.164773,0.306471,-28.939819,22.912518
-9.247620,-20.682507,-38.744286,2.694049,0.960000,3.989374,0.000000,2.493979,-0.187512,3.108056,0.190500,0.419875,0.060500,0.184787,0.083078,0.299179,-29.496666,23.376556
-9.063122,-21.392660,-40.508751,2.819166,1.000000,3.881953,0.000000,2.518534,-0.190919,2.947897,0.190500,0.419875,0.060500,0.179571,0.003016,0.292434,-31.445629,24.211826
-8.896339,-20.824293,-41.919701,3.944380,1.000000,3.707399,0.000000,2.471003,-0.255024,2.752074,0.190500,0.419875,0.060500,0.175505,-0.075444,0.285896,-33.023361,24.768673
-4.658920,-19.290522,-43.436363,3.900419,1.000000,3.538049,0.000000,2.426946,-0.240670,2.563163,0.190500,0.419875,0.060500,0.172345,-0.152335,0.279606,-38.777443,23.190941
-0.560982,-15.274427,-44.535660,5.132280,1.000000,3.312054,0.000000,2.313617,-0.296279,2.351402,0.190500,0.419875,0.060500,0.171355,-0.227688,0.272516,-43.974678,20.406708
-0.308979,-11.090834,-45.675774,5.139524,1.000000,3.086986,0.000000,2.199545,-0.276535,2.148258,-0.068625,0.419875,-0.154625,0.172032,-0.301535,0.264675,-45.366795,16.230358
-0.526356,-14.286037,-45.800343,0.180973,0.080000,2.668677,0.000000,1.913198,-0.008427,1.860494,0.320915,0.419875,0.274559,0.103829,-0.373904,0.154287,-45.273987,14.467010
2.526573,-22.581768,-44.974800,-10.991798,0.160000,2.382560,0.000000,1.653089,0.454277,1.654545,0.320915,0.419875,0.274559,0.110957,-0.444826,0.156718,-47.501373,11.589970
9.854607,-30.494553,-43.493656,-20.018276,0.240000,2.095867,1.000000,1.355382,0.717456,1.428586,0.320915,0.419875,0.274559,0.118066,-0.078400,0.158276,-53.348263,10.476276
16.884632,-47.718178,-39.155056,-31.859062,0.320000,1.628052,1.000000,0.873117,0.859339,1.072266,-0.047000,0.083000,-0.106000,0.171607,-0.078400,0.166143,-56.039688,15.859118
45.480553,-71.085907,-11.672829,-43.718658,0.400000,0.823642,0.000000,0.120439,0.569233,0.582970,-0.039113,0.083000,-0.067824,0.287149,0.333200,0.188140,-57.153381,27.367247
130.415100,-80.112839,52.751282,-32.699203,0.480000,0.599167,0.000000,-0.401359,0.323688,0.305186,-0.070789,0.083000,-0.043738,0.312461,0.248136,0.159697,-77.663818,47.413635
-160.957260,-77.258469,74.511230,-11.654578,0.560000,0.799847,0.000000,-0.754908,0.161576,0.209197,-0.070789,0.083000,-0.043738,0.284340,0.164773,0.145324,-124.531509,65.603889
-87.702332,-69.493942,83.264923,-4.354051,0.640000,1.090991,0.000000,-1.080335,0.082827,0.127581,-0.070789,0.083000,-0.043738,0.258749,0.083078,0.132245,170.967255,65.139893
-37.125488,-55.969200,79.642151,-0.110071,0.720000,1.196582,0.000000,-1.177080,0.002301,0.215140,-0.070789,0.083000,-0.043738,0.235462,0.003016,0.120343,116.767654,55.859131
-19.124268,-46.894157,75.369690,2.282815,0.800000,1.272559,0.000000,-1.230321,-0.050690,0.321167,-0.070789,0.083000,-0.043738,0.214270,-0.075444,0.109512,94.493958,49.176971
-24.762207,-42.239338,71.216614,3.689363,0.880000,1.328174,0.000000,-1.254832,-0.085467,0.426777,-0.070789,0.083000,-0.043738,0.194986,-0.152335,0.099656,95.978821,45.928699
-28.520081,-35.301819,66.716309,1.810143,0.960000,1.372463,0.000000,-1.260059,-0.043353,0.542243,-0.070789,0.083000,-0.043738,0.177437,-0.227688,0.090687,95.236389,37.111961
-21.013611,-19.449673,63.735794,3.277134,1.000000,1.388523,0.000000,-1.243140,-0.079375,0.613433,-0.070789,0.083000,-0.043738,0.161468,-0.301535,0.082525,84.749420,22.726807
-0.931763,-12.181369,59.873138,1.728737,0.080000,1.377332,0.000000,-1.190733,-0.041550,0.690993,-0.420438,0.419875,0.133859,0.077505,-0.373904,0.046037,60.804901,13.910106
6.913208,-29.168356,61.314590,-14.608596,0.160000,1.273149,0.000000,-1.080785,0.321111,0.591354,0.005500,0.333125,-0.164000,0.050287,-0.444826,0.053202,54.401398,14.559760
12.751221,-44.141174,66.781387,-27.075603,0.240000,1.199549,1.000000,-0.981578,0.545997,0.421082,-0.030000,0.248125,-0.130500,0.026907,-0.078400,0.061910,54.030182,17.065569
40.910950,-50.195282,94.755524,-26.725979,0.320000,0.617573,0.000000,-0.549697,0.277738,-0.045730,-0.492750,0.164750,0.028875,-0.144708,0.333200,0.179470,53.844574,23.469303
79.029068,-42.823677,141.504471,-10.816071,0.400000,0.536248,0.000000,-0.327860,0.100631,-0.412242,-0.518282,0.164750,-0.003228,-0.109793,0.248136,0.218799,62.475403,32.007607
97.296783,-40.493935,168.681366,1.072872,0.480000,0.842521,0.000000,-0.165330,-0.015774,-0.825989,-0.518282,0.164750,-0.003228,-0.107018,0.164773,0.221675,71.384583,41.566807
82.191864,-46.087513,177.706512,4.203224,0.560000,1.250724,0.000000,-0.049919,-0.091669,-1.246361,-0.518282,0.164750,-0.003228,-0.089986,0.083078,0.223698,95.514648,50.290737
51.693146,-46.316906,-179.010254,4.809100,0.640000,1.677520,0.000000,0.028879,-0.140641,-1.671364,-0.518282,0.164750,-0.003228,-0.083602,0.003016,0.221319,129.296600,51.126007
16.643494,-45.066624,-176.936859,2.996728,0.720000,2.095502,0.000000,0.111822,-0.109551,-2.089647,-0.518282,0.164750,-0.003228,-0.087374,-0.075444,0.215203,166.419647,48.063351
-9.428864,-31.720003,-176.466309,3.443068,0.800000,2.488351,0.000000,0.153091,-0.149448,-2.479136,-0.518282,0.164750,-0.003228,-0.079510,-0.152335,0.195834,-167.037445,35.163071
-13.672348,-17.965771,-176.255066,2.255317,0.880000,2.857568,0.000000,0.186496,-0.112453,-2.849258,-0.518282,0.164750,-0.003228,-0.072355,-0.227688,0.178209,-162.582718,20.221088
